X,Y,ID,LOCN,MPD_NAME,ADDRESS,CITY,ZIP,MPD_TYPE,MAP_TYPE,LABEL,MAP_DESC,MPD_DESC,LD,FULLNAME,CDSCODE,CHARTER,MAP_TYPE_MAPPING,TOOLTIP,NLA_URL,Campus,Budget (incl c/o) FY24,Expenditures FY24,% Exp FY24
-13203034.4866292,4056272.3005429,1053,9592,CANOGA PARK EEC,7355 VASSAR AVE,CANOGA PARK,91303,Z,ES,Canoga Park EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,Canoga Park Early Education Center, , ,ES,Name: Canoga Park Early Education Center\nAddress: 7355 VASSAR AVE CANOGA PARK 91303,navigatela/reports/lausd_school_report.cfm?PK=1053,CANOGA PARK EEC,3604364.0,3270450.8999999934,0.9073586629985189
-13155287.3082424,4040893.61005933,1056,9581,EL SERENO EEC,3802 PUEBLO AVE,LOS ANGELES,90032,Z,ES,El Sereno EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,El Sereno Early Education Center, , ,ES,Name: El Sereno Early Education Center\nAddress: 3802 PUEBLO AVE LOS ANGELES 90032,navigatela/reports/lausd_school_report.cfm?PK=1056,EL SERENO EEC,1879653.0,1788119.0299999998,0.9513027298123642
-13162218.6930803,4023703.04709467,1058,9518,GRAHAM EEC,8332 S ELM ST,LOS ANGELES,90001,Z,ES,Graham EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,Graham Early Education Center, , ,ES,Name: Graham Early Education Center\nAddress: 8332 S ELM ST LOS ANGELES 90001,navigatela/reports/lausd_school_report.cfm?PK=1058,GRAHAM EEC,2037175.0,1842162.0699999982,0.9042728631560853
-13176353.2368538,4033566.51649587,1063,9584,MARVIN EEC,2341 CURSON AVE,LOS ANGELES,90016,Z,ES,Marvin EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,Marvin Early Education Center, , ,ES,Name: Marvin Early Education Center\nAddress: 2341 CURSON AVE LOS ANGELES 90016,navigatela/reports/lausd_school_report.cfm?PK=1063,MARVIN EEC,2897256.0,2745598.1800000058,0.9476546704882156
-13170394.7363634,4031947.45222472,1067,9566,36TH ST EEC,3556 S ST ANDREWS PL,LOS ANGELES,90018,Z,ES,36th St EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,36th Street EEC, , ,ES,Name: 36th Street EEC\nAddress: 3556 S ST ANDREWS PL LOS ANGELES 90018,navigatela/reports/lausd_school_report.cfm?PK=1067,36TH ST EEC,2202263.0,2108070.9199999985,0.9572294135623214
-13181104.6992964,4058815.76496766,1068,8080,BYRD MS,8401 ARLETA AVE,SUN VALLEY,91352,J,MS,Byrd Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Richard E. Byrd Middle School,19647336057905, ,MS,Name: Richard E. Byrd Middle School\nAddress: 8401 ARLETA AVE SUN VALLEY 91352,navigatela/reports/lausd_school_report.cfm?PK=1068,BYRD MS,16617280.0,14854804.599999987,0.8939371906834324
-13152898.6310242,4032502.57452402,1094,3974,4TH ST PC,469 AMALIA AVE,LOS ANGELES,90022,EP,ES,4th St PC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,4th Street Primary Center,19647330111948, ,ES,Name: 4th Street Primary Center\nAddress: 469 AMALIA AVE LOS ANGELES 90022,navigatela/reports/lausd_school_report.cfm?PK=1094,4TH ST PC,5036318.0,4504818.549999992,0.8944666619542277
-13155209.4823881,4034390.79978774,1170,7773,TORRES ENG & TECH,4211 DOZIER ST,LOS ANGELES,90063,S,HS,Torres Eng & Tech,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,Engineering & Technology at Esteban Torres High School,19647330122382, ,HS,Name: Engineering & Technology at Esteban Torres High School\nAddress: 4211 DOZIER ST LOS ANGELES 90063,navigatela/reports/lausd_school_report.cfm?PK=1170,TORRES ENG & TECH,6036364.0,5185022.909999994,0.8589645869599636
-13155209.4823881,4034390.79978774,1171,7775,TORRES HUM/ART/TECH,4211 DOZIER ST,LOS ANGELES,90063,S,HS,Torres Hum/Art/Tech,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,Humanitas Academy of Art & Technology at Esteban Torres High School,19647330122358, ,HS,Name: Humanitas Academy of Art & Technology at Esteban Torres High School\nAddress: 4211 DOZIER ST LOS ANGELES 90063,navigatela/reports/lausd_school_report.cfm?PK=1171,TORRES HUM/ART/TECH,6267951.0,5521941.329999997,0.8809802964318
-13155209.4823881,4034390.79978774,1172,7772,TORRES RENAISSANCE,4211 DOZIER ST,LOS ANGELES,90063,S,HS,Torres Renaissance,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,ELA Renaissance Academy at Esteban Torres High School,19647330122374, ,HS,Name: ELA Renaissance Academy at Esteban Torres High School\nAddress: 4211 DOZIER ST LOS ANGELES 90063,navigatela/reports/lausd_school_report.cfm?PK=1172,TORRES RENAISSANCE,7585715.0,6137834.53,0.8091306528125563
